gid,lbl,val,lon,lat,����ȸ����,�ְ�����
마라2585,"37.00",37.0000000000000000000000000000000,128.8779083000,35.1569275800,0.000000000000000,14.000000000000000
마라4783,"1953.00",1953.0000000000000000000000000000000,129.1190174000,35.1359129700,0.000000000000000,10.000000000000000
마라3473,"2994.00",2994.0000000000000000000000000000000,128.9747443000,35.0475921300,0.000000000000000,3.000000000000000
마라3079,"364.00",364.0000000000000000000000000000000,128.9318428000,35.1022043300,0.000000000000000,99.000000000000000
마라2475,N/A,0.0000000000000000000000000000000,128.8654268000,35.0669049000,0.000000000000000,0.000000000000000
마라5292,N/A,0.0000000000000000000000000000000,129.1755429000,35.2162872900,0.000000000000000,0.000000000000000
마라4090,"69.00",69.0000000000000000000000000000000,129.0434001000,35.2000124000,0.000000000000000,16.000000000000000
마라3180,N/A,0.0000000000000000000000000000000,128.9429706000,35.1110886800,0.000000000000000,2.000000000000000
마마5910,"134.00",134.0000000000000000000000000000000,129.2559234000,35.3774283100,0.000000000000000,77.000000000000000
마라3478,"16092.00",16092.0000000000000000000000000000000,128.9755555000,35.0926638200,0.000000000000000,1861.000000000000000
마라5695,"9242.00",9242.0000000000000000000000000000000,129.2200449000,35.2427102400,0.000000000000000,646.000000000000000
마마5806,"159.00",159.0000000000000000000000000000000,129.2441434000,35.3415369200,0.000000000000000,109.000000000000000
마라2480,"157.00",157.0000000000000000000000000000000,128.8661784000,35.1119786000,0.000000000000000,197.000000000000000
마라3186,"52.00",52.0000000000000000000000000000000,128.9439255000,35.1651748800,0.000000000000000,84.000000000000000
마라4091,"5728.00",5728.0000000000000000000000000000000,129.0435707000,35.2090262500,0.000000000000000,908.000000000000000
마라3492,"779.00",779.0000000000000000000000000000000,128.9778364000,35.2188627100,0.000000000000000,420.000000000000000
마라2284,"3385.00",3385.0000000000000000000000000000000,128.8448300000,35.1482829600,0.000000000000000,2.000000000000000
마라5494,N/A,0.0000000000000000000000000000000,129.1978843000,35.2340074900,0.000000000000000,1.000000000000000
마마5703,"88.00",88.0000000000000000000000000000000,129.2325666000,35.3146567200,0.000000000000000,46.000000000000000
마라4782,"4924.00",4924.0000000000000000000000000000000,129.1188389000,35.1268993400,0.000000000000000,162.000000000000000
마라4794,"12.00",12.0000000000000000000000000000000,129.1209855000,35.2350620300,0.000000000000000,5.000000000000000
마라3690,"15153.00",15153.0000000000000000000000000000000,128.9994734000,35.2005644200,0.000000000000000,1493.000000000000000
마라2078,"16.00",16.0000000000000000000000000000000,128.8220045000,35.0944355300,0.000000000000000,0.000000000000000
마마5900,"459.00",459.0000000000000000000000000000000,129.2539746000,35.2873012700,0.000000000000000,287.000000000000000
마마5106,"4772.00",4772.0000000000000000000000000000000,129.1671447000,35.3426236700,0.000000000000000,8.000000000000000
마라4299,"81.00",81.0000000000000000000000000000000,129.0669229000,35.2808537500,0.000000000000000,3.000000000000000
마라2071,"365.00",365.0000000000000000000000000000000,128.8209874000,35.0313309300,0.000000000000000,299.000000000000000
